"Action","Vendor GSL ID","Available To Ship Date (mm/dd/yyyy)","PO Number","PO Release Number","PO Line Number","PO Shipment Number","Item Number","Item Description","Total Quantity","Received Quantity","Open Quantity","Quantity Available To Ship","In Process Quantity","Need By Date (mm/dd/yyyy)","Promise Date (mm/dd/yyyy)","Destination Org","Unit Price Amount","Total Price","Currency Code","Buyer Name","Payment Term","Creation Date (mm/dd/yyyy)"
"CANCELLED","S13010","01-11-2027","174459897","","1","1","84D718635G3","Bus Ring       T3","","","","","","01-20-2027","01-20-2027","B063 -Erie Parts Whs","1539.44","7697.2","USD","Valeria Parra","Net 150 Qrtly","03-06-2026"
"CANCELLED","S13010","08-31-2026","174389406","","1","1","84D718635G1","Bus Ring       T1","","","","","","09-09-2026","09-09-2026","B063 -Erie Parts Whs","1532.43","7662.15","USD","Valeria Parra","Net 150 Qrtly","01-13-2026"
"CANCELLED","S13010","02-26-2027","174496891","","1","1","84D718635G4","Bus Ring       T0","","","","","","03-09-2027","03-09-2027","B063 -Erie Parts Whs","1847.24","9236.2","USD","Valeria Parra","Net 150 Qrtly","04-01-2026"
"CANCELLED","S13010","08-31-2026","174358912","","1","1","84D718635G2","Bus Ring       T2","","","","","","09-09-2026","09-09-2026","B063 -Erie Parts Whs","1509.37","7546.85","USD","Valeria Parra","Net 150 Qrtly","12-08-2025"
"CANCELLED","S13010","10-28-2026","174389407","","1","1","84D718635G1","Bus Ring       T1","","","","","","11-06-2026","11-06-2026","B063 -Erie Parts Whs","1532.43","7662.15","USD","Valeria Parra","Net 150 Qrtly","01-13-2026"
"CANCELLED","S13010","02-26-2027","174496881","","1","1","84D718635G2","Bus Ring       T2","","","","","","03-09-2027","03-09-2027","B063 -Erie Parts Whs","1577.29","7886.45","USD","Valeria Parra","Net 150 Qrtly","04-01-2026"
"CANCELLED","S13010","12-07-2026","174391428","","1","1","84D718635G2","Bus Ring       T2","","","","","","12-16-2026","12-16-2026","B063 -Erie Parts Whs","1509.37","7546.85","USD","Valeria Parra","Net 150 Qrtly","01-14-2026"
"CANCELLED","S13010","01-21-2026","174391429","","1","1","84D718635G3","Bus Ring       T3","","","","","","01-30-2026","02-13-2026","B063 -Erie Parts Whs","1539.44","7697.2","USD","Valeria Parra","Net 150 Qrtly","01-14-2026"
"CANCELLED","S13010","10-12-2026","174391439","","1","1","84D718635G4","Bus Ring       T0","","","","","","10-21-2026","10-21-2026","B063 -Erie Parts Whs","1767.69","8838.45","USD","Valeria Parra","Net 150 Qrtly","01-14-2026"
"CANCELLED","S13010","01-04-2027","174387262","","1","1","84D718635G2","Bus Ring       T2","","","","","","01-13-2027","10-27-2026","B063 -Erie Parts Whs","1509.37","15093.7","USD","Valeria Parra","Net 150 Qrtly","01-11-2026"
"CANCELLED","S13010","10-28-2026","174375178","","1","1","84D718635G3","Bus Ring       T3","","","","","","11-06-2026","11-06-2026","B063 -Erie Parts Whs","1539.44","7697.2","USD","Valeria Parra","Net 150 Qrtly","12-21-2025"
"CANCELLED","S13010","01-04-2027","174379251","","1","1","84D718635G4","Bus Ring       T0","","","","","","01-13-2027","12-09-2026","B063 -Erie Parts Whs","1767.69","17676.9","USD","Valeria Parra","Net 150 Qrtly","01-04-2026"
"CANCELLED","S13010","10-28-2026","174391427","","1","1","84D718635G2","Bus Ring       T2","","","","","","11-06-2026","11-06-2026","B063 -Erie Parts Whs","1509.37","7546.85","USD","Valeria Parra","Net 150 Qrtly","01-14-2026"
"CANCELLED","S13010","11-05-2026","174389408","","1","1","84D718635G1","Bus Ring       T1","","","","","","11-16-2026","11-16-2026","B063 -Erie Parts Whs","1532.43","7662.15","USD","Valeria Parra","Net 150 Qrtly","01-13-2026"
"CANCELLED","S13010","01-21-2026","174342841","","1","1","84D718635G4","Bus Ring       T0","","","","","","01-30-2026","02-13-2026","B063 -Erie Parts Whs","1767.69","8838.45","USD","Valeria Parra","Net 150 Qrtly","11-20-2025"
"CANCELLED","S13010","12-07-2026","174387263","","1","1","84D718635G3","Bus Ring       T3","","","","","","12-16-2026","12-16-2026","B063 -Erie Parts Whs","1539.44","7697.2","USD","Valeria Parra","Net 150 Qrtly","01-11-2026"
"CANCELLED","S13010","07-27-2026","174358919","","1","1","84D718635G4","Bus Ring       T0","","","","","","08-05-2026","08-05-2026","B063 -Erie Parts Whs","1767.69","8838.45","USD","Valeria Parra","Net 150 Qrtly","12-08-2025"
"CANCELLED","S13010","01-04-2027","174377921","","1","1","84D718635G1","Bus Ring       T1","","","","","","01-13-2027","11-23-2026","B063 -Erie Parts Whs","1532.43","7662.15","USD","Valeria Parra","Net 150 Qrtly","12-30-2025"
"CANCELLED","S13010","04-27-2026","174391418","","1","1","84D718635G1","Bus Ring       T1","","","","","","05-06-2026","05-06-2026","B063 -Erie Parts Whs","1532.43","7662.15","USD","Valeria Parra","Net 150 Qrtly","01-14-2026"
"CANCELLED","S13010","01-11-2027","174389414","","1","1","84D718635G2","Bus Ring       T2","","","","","","01-20-2027","12-16-2026","B063 -Erie Parts Whs","1509.37","7546.85","USD","Valeria Parra","Net 150 Qrtly","01-13-2026"
"CANCELLED","S13010","02-26-2027","174496878","","1","1","84D718635G1","Bus Ring       T1","","","","","","03-09-2027","03-09-2027","B063 -Erie Parts Whs","1601.39","8006.95","USD","Valeria Parra","Net 150 Qrtly","04-01-2026"
"CANCELLED","S13010","10-12-2026","174387875","","1","1","84D718635G2","Bus Ring       T2","","","","","","10-21-2026","10-21-2026","B063 -Erie Parts Whs","1509.37","7546.85","USD","Valeria Parra","Net 150 Qrtly","01-12-2026"
"CANCELLED","S13010","08-31-2026","174391433","","1","1","84D718635G3","Bus Ring       T3","","","","","","09-09-2026","09-09-2026","B063 -Erie Parts Whs","1539.44","7697.2","USD","Valeria Parra","Net 150 Qrtly","01-14-2026"
"CANCELLED","S13010","10-12-2026","174387877","","1","1","84D718635G3","Bus Ring       T3","","","","","","10-21-2026","10-21-2026","B063 -Erie Parts Whs","1539.44","7697.2","USD","Valeria Parra","Net 150 Qrtly","01-12-2026"
"CANCELLED","S13010","01-26-2026","174391436","","1","1","84D718635G4","Bus Ring       T0","","","","","","02-04-2026","02-13-2026","B063 -Erie Parts Whs","1767.69","8838.45","USD","Valeria Parra","Net 150 Qrtly","01-14-2026"
"CANCELLED","S13010","04-27-2026","174391431","","1","1","84D718635G3","Bus Ring       T3","","","","","","05-06-2026","05-06-2026","B063 -Erie Parts Whs","1539.44","7697.2","USD","Valeria Parra","Net 150 Qrtly","01-14-2026"
"CANCELLED","S13010","09-28-2026","174391434","","1","1","84D718635G3","Bus Ring       T3","","","","","","10-07-2026","10-07-2026","B063 -Erie Parts Whs","1539.44","7697.2","USD","Valeria Parra","Net 150 Qrtly","01-14-2026"
"CLOSED","S13010","04-24-2026","174295878","","1","1","84B108875P1","BUS BAR, 7"" X 4.25""","15","15","","","15","05-05-2026","05-05-2026","EKD-B12","33.96","509.4","USD","James Green","Net 150 Qrtly","10-12-2025"
"CLOSED","S13010","04-28-2026","174310849","","1","1","41A265399ACP1","CONNECTN STRIP","32","32","","","32","05-07-2026","05-07-2026","EKD-B12","14.86","475.52","USD","James Green","Net 150 Qrtly","10-24-2025"
"CLOSED","S13010","04-30-2026","174281935","","1","1","482A946G2","Contact","26","26","","","26","05-11-2026","05-11-2026","EEM-Erie Electronics Manufacturing","36.98","961.48","USD","James Green","Net 150 Qrtly","10-01-2025"
"CLOSED","S13010","04-30-2026","174309096","","1","1","84B526562AHP1","TERMINAL","2","2","","","2","05-11-2026","05-11-2026","EPM-B6","475.37","950.74","USD","James Green","Net 150 Qrtly","10-23-2025"
"CLOSED","S13010","04-30-2026","174309794","","1","1","84B526562AJP1","TERMINAL","2","2","","","2","05-11-2026","05-11-2026","EPM-B6","475.37","950.74","USD","James Green","Net 150 Qrtly","10-23-2025"
"CLOSED","S13010","04-30-2026","174309095","","1","1","84B526562AGP1","T1 TERMINAL","2","2","","","2","05-11-2026","05-11-2026","EPM-B6","484.52","969.04","USD","James Green","Net 150 Qrtly","10-23-2025"
"CLOSED","S13010","04-30-2026","174286610","","1","1","84B526562AJP1","TERMINAL","2","2","","","2","05-11-2026","05-11-2026","EPM-B6","475.37","950.74","USD","James Green","Net 150 Qrtly","10-05-2025"
"CLOSED","S13010","04-29-2026","174313588","","1","1","84B108875P1","BUS BAR, 7"" X 4.25""","14","14","","","14","05-12-2026","05-12-2026","TXD - Texas Locomotive Distribution","33.96","475.44","USD","Tiffany DeMeritt","Net 150 Qrtly","10-28-2025"
"ACCEPTED","S13010","03-13-2026","174155982","","1","1","8839974G1","Armature","35","6","29","29","6","03-24-2026","03-24-2026","EEM-Erie Electronics Manufacturing","11.48","401.8","USD","James Green","Net 150 Qrtly","06-20-2025"
"CANCELLED","S13010","03-23-2026","210448073","","1","1","84C603524G1","Bus Ring Neutral","","","","","","04-08-2026","","XMM - Monterrey","275.15","275.15","USD","Celina Hernandez","Net 150 Qrtly","04-08-2026"
"CLOSED","S13010","04-28-2026","174310987","","1","1","84B108875P1","BUS BAR, 7"" X 4.25""","22","22","","","22","05-11-2026","05-11-2026","TXD - Texas Locomotive Distribution","33.96","747.12","USD","Tiffany DeMeritt","Net 150 Qrtly","10-24-2025"
"NEW","S13010","11-13-2026","174546759","","1","1","41A326131P1","SPACER","90","","90","90","","11-24-2026","","EEM-Erie Electronics Manufacturing","13.79","1241.1","USD","James Green","Net 150 Qrtly","05-05-2026"
"NEW","S13010","01-05-2027","174546472","","1","1","84B517732ADP1","Busbar         1.50x.375x9.00","13","","13","13","","01-14-2027","","EEM-Erie Electronics Manufacturing","36.6","475.8","USD","James Green","Net 150 Qrtly","05-05-2026"
"NEW","S13010","01-08-2027","174546189","","1","1","41A296332AJP1","Spring Asm","21","","21","21","","01-19-2027","","EEM-Erie Electronics Manufacturing","53.87","1131.27","USD","James Green","Net 150 Qrtly","05-05-2026"
"NEW","S13010","12-03-2026","174546041","","1","1","41A296332AJP3","Clamp","6","","6","6","","12-14-2026","","EEM-Erie Electronics Manufacturing","98.74","592.44","USD","James Green","Net 150 Qrtly","05-05-2026"
"NEW","S13010","02-12-2027","174546009","","1","1","84D718635G4","Bus Ring       T0","5","","5","5","","03-01-2027","","Wabtec Plainfield Warehouse","1739.18","8695.9","USD","Valeria Parra","Net 150 Qrtly","05-05-2026"
"NEW","S13010","04-14-2026","210450307","","1","1","84C633064ACG1","Bus Ring","3","","3","3","","05-04-2026","","XMM - BAF Laredo","1369.85","4109.55","USD","Jose Chavarria","Net 150 Qrtly","05-04-2026"
"NEW","S13010","04-14-2026","210450308","","1","1","84C633064ACG1","Bus Ring","11","","11","11","","05-04-2026","","XMM - BAF Laredo","1369.85","15068.35","USD","Jose Chavarria","Net 150 Qrtly","05-04-2026"
"CLOSED","S13010","04-30-2026","174281786","","1","1","336B640P6","Armature","102","102","","","102","05-11-2026","05-11-2026","EEM-Erie Electronics Manufacturing","7.64","779.28","USD","James Green","Net 150 Qrtly","10-01-2025"
"CLOSED","S13010","04-30-2026","174306950","","1","1","6712788P1","Contactor Tip Stationary","40","40","","","40","05-11-2026","05-11-2026","EEM-Erie Electronics Manufacturing","12.36","494.4","USD","James Green","Net 150 Qrtly","10-21-2025"
"CLOSED","S13010","04-30-2026","174276386","","1","1","41B551952G1","Shunt, Contactor","22","22","","","22","05-11-2026","05-11-2026","EEM-Erie Electronics Manufacturing","22.16","487.52","USD","James Green","Net 150 Qrtly","09-26-2025"
"CLOSED","S13010","04-30-2026","174276617","","1","1","336B640P6","Armature","85","85","","","85","05-11-2026","05-11-2026","EEM-Erie Electronics Manufacturing","7.64","649.4","USD","James Green","Net 150 Qrtly","09-26-2025"
"CLOSED","S13010","05-01-2026","174334331","","1","1","4709833AAP1","PIN","58","58","","","58","05-12-2026","05-12-2026","EEM-Erie Electronics Manufacturing","7.87","456.46","USD","James Green","Net 150 Qrtly","11-13-2025"
"CLOSED","S13010","04-27-2026","174224613","","1","1","41B551088P1","Blow Out Coil","87","87","","","87","05-06-2026","05-12-2026","EEM-Erie Electronics Manufacturing","37.29","3244.23","USD","Lori Scholl","Net 150 Qrtly","08-14-2025"
"CLOSED","S13010","04-08-2026","174298124","","1","1","84B108876P1","BUS BAR, 7"" X 5.38""","21","21","","","21","04-21-2026","04-21-2026","TXD - Texas Locomotive Distribution","33.96","713.16","USD","Tiffany DeMeritt","Net 150 Qrtly","10-14-2025"
"NEW","S13010","06-08-2026","174545317","","1","1","41A326131P1","SPACER","60","","60","60","","06-24-2026","","PSM - Piedmont South Carolina","13.79","827.4","USD","James Green","Net 150 Qrtly","05-04-2026"
"NEW","S13010","06-29-2026","174545319","","1","1","41A326131P1","SPACER","108","","108","108","","07-15-2026","","PSM - Piedmont South Carolina","13.79","1489.32","USD","James Green","Net 150 Qrtly","05-04-2026"
"NEW","S13010","07-27-2026","174545323","","1","1","41A326131P1","SPACER","108","","108","108","","08-12-2026","","PSM - Piedmont South Carolina","13.79","1489.32","USD","James Green","Net 150 Qrtly","05-04-2026"
"NEW","S13010","10-05-2026","174545333","","1","1","41A326131P1","SPACER","108","","108","108","","10-21-2026","","PSM - Piedmont South Carolina","13.79","1489.32","USD","James Green","Net 150 Qrtly","05-04-2026"
"NEW","S13010","09-28-2026","174545332","","1","1","41A326131P1","SPACER","108","","108","108","","10-14-2026","","PSM - Piedmont South Carolina","13.79","1489.32","USD","James Green","Net 150 Qrtly","05-04-2026"
"NEW","S13010","09-07-2026","174545329","","1","1","41A326131P1","SPACER","108","","108","108","","09-23-2026","","PSM - Piedmont South Carolina","13.79","1489.32","USD","James Green","Net 150 Qrtly","05-04-2026"
"NEW","S13010","10-12-2026","174545334","","1","1","41A326131P1","SPACER","120","","120","120","","10-28-2026","","PSM - Piedmont South Carolina","13.79","1654.8","USD","James Green","Net 150 Qrtly","05-04-2026"
"NEW","S13010","08-10-2026","174545325","","1","1","41A326131P1","SPACER","108","","108","108","","08-26-2026","","PSM - Piedmont South Carolina","13.79","1489.32","USD","James Green","Net 150 Qrtly","05-04-2026"
"NEW","S13010","07-20-2026","174545322","","1","1","41A326131P1","SPACER","108","","108","108","","08-05-2026","","PSM - Piedmont South Carolina","13.79","1489.32","USD","James Green","Net 150 Qrtly","05-04-2026"
"NEW","S13010","06-22-2026","174545318","","1","1","41A326131P1","SPACER","108","","108","108","","07-08-2026","","PSM - Piedmont South Carolina","13.79","1489.32","USD","James Green","Net 150 Qrtly","05-04-2026"
"NEW","S13010","07-06-2026","174545320","","1","1","41A326131P1","SPACER","108","","108","108","","07-22-2026","","PSM - Piedmont South Carolina","13.79","1489.32","USD","James Green","Net 150 Qrtly","05-04-2026"
"NEW","S13010","08-24-2026","174545327","","1","1","41A326131P1","SPACER","108","","108","108","","09-09-2026","","PSM - Piedmont South Carolina","13.79","1489.32","USD","James Green","Net 150 Qrtly","05-04-2026"
"NEW","S13010","09-21-2026","174545331","","1","1","41A326131P1","SPACER","108","","108","108","","10-07-2026","","PSM - Piedmont South Carolina","13.79","1489.32","USD","James Green","Net 150 Qrtly","05-04-2026"
"NEW","S13010","09-14-2026","174545330","","1","1","41A326131P1","SPACER","108","","108","108","","09-30-2026","","PSM - Piedmont South Carolina","13.79","1489.32","USD","James Green","Net 150 Qrtly","05-04-2026"
"NEW","S13010","08-03-2026","174545324","","1","1","41A326131P1","SPACER","108","","108","108","","08-19-2026","","PSM - Piedmont South Carolina","13.79","1489.32","USD","James Green","Net 150 Qrtly","05-04-2026"
"NEW","S13010","08-17-2026","174545326","","1","1","41A326131P1","SPACER","108","","108","108","","09-02-2026","","PSM - Piedmont South Carolina","13.79","1489.32","USD","James Green","Net 150 Qrtly","05-04-2026"
"NEW","S13010","08-31-2026","174545328","","1","1","41A326131P1","SPACER","108","","108","108","","09-16-2026","","PSM - Piedmont South Carolina","13.79","1489.32","USD","James Green","Net 150 Qrtly","05-04-2026"
"NEW","S13010","07-13-2026","174545321","","1","1","41A326131P1","SPACER","108","","108","108","","07-29-2026","","PSM - Piedmont South Carolina","13.79","1489.32","USD","James Green","Net 150 Qrtly","05-04-2026"
"NEW","S13010","05-11-2026","174545313","","1","1","41A326131P1","SPACER","36","","36","36","","05-27-2026","","PSM - Piedmont South Carolina","13.79","496.44","USD","James Green","Net 150 Qrtly","05-04-2026"
"NEW","S13010","05-18-2026","174545314","","1","1","41A326131P1","SPACER","42","","42","42","","06-03-2026","","PSM - Piedmont South Carolina","13.79","579.18","USD","James Green","Net 150 Qrtly","05-04-2026"
"NEW","S13010","05-25-2026","174545315","","1","1","41A326131P1","SPACER","60","","60","60","","06-10-2026","","PSM - Piedmont South Carolina","13.79","827.4","USD","James Green","Net 150 Qrtly","05-04-2026"
"NEW","S13010","06-01-2026","174545316","","1","1","41A326131P1","SPACER","60","","60","60","","06-17-2026","","PSM - Piedmont South Carolina","13.79","827.4","USD","James Green","Net 150 Qrtly","05-04-2026"
"CLOSED","S13010","04-30-2026","174246813","","1","1","41A296332AJP1","Spring Asm","26","26","","","26","05-11-2026","05-11-2026","EEM-Erie Electronics Manufacturing","53.87","1400.62","USD","James Green","Net 150 Qrtly","09-03-2025"
"CLOSED","S13010","04-14-2026","174284585","","1","1","41A296332AJP3","Clamp","18","18","","","18","04-23-2026","05-29-2026","EEM-Erie Electronics Manufacturing","98.74","1777.32","USD","James Green","Net 150 Qrtly","10-02-2025"
"CLOSED","S13010","01-22-2026","174411646","","1","1","8868241AAP16","Terminal 775/24","100","100","","","100","02-02-2026","05-15-2026","ELM-B10","15.42","1542","USD","James Green","Net 150 Qrtly","01-30-2026"
"CLOSED","S13010","04-24-2026","174239532","","1","1","41A296332AJP1","Spring Asm","21","21","","","21","05-05-2026","05-05-2026","EEM-Erie Electronics Manufacturing","53.87","1131.27","USD","James Green","Net 150 Qrtly","08-27-2025"
"CLOSED","S13010","04-28-2026","174243194","","1","1","41A296332AJP1","Spring Asm","21","21","","","21","05-07-2026","05-07-2026","EEM-Erie Electronics Manufacturing","53.87","1131.27","USD","James Green","Net 150 Qrtly","08-29-2025"
"CLOSED","S13010","04-21-2026","174161530","","1","1","41A296332AJP1","Spring Asm","21","21","","","21","04-30-2026","04-30-2026","EEM-Erie Electronics Manufacturing","53.87","1131.27","USD","James Green","Net 150 Qrtly","06-25-2025"
"CLOSED","S13010","04-10-2026","174279919","","1","1","41A296332AJP3","Clamp","33","33","","","33","04-21-2026","05-29-2026","EEM-Erie Electronics Manufacturing","98.74","3258.42","USD","James Green","Net 150 Qrtly","09-30-2025"
"ACCEPTED","S13010","04-21-2026","174292018","","1","1","41A296332AJP3","Clamp","33","23","10","10","23","04-30-2026","05-29-2026","EEM-Erie Electronics Manufacturing","98.74","3258.42","USD","James Green","Net 150 Qrtly","10-09-2025"
"NEW","S13010","03-16-2027","174544099","","1","1","84B565428P1","BUS BAR","5","","5","5","","03-25-2027","","ECM-Erie Cab Manufacturing","404.77","2023.85","USD","Lori Scholl","Net 150 Qrtly","05-03-2026"
"NEW","S13010","01-05-2027","174542812","","1","1","84B529861AEG1","BUSBAR ASM","23","","23","23","","01-14-2027","","EEM-Erie Electronics Manufacturing","21.08","484.84","USD","James Green","Net 150 Qrtly","05-03-2026"
"NEW","S13010","01-08-2027","174542724","","1","1","41A296332AJP1","Spring Asm","26","","26","26","","01-19-2027","","EEM-Erie Electronics Manufacturing","53.87","1400.62","USD","James Green","Net 150 Qrtly","05-03-2026"
